,Lineup
8435,"['Triston McKenzie (15257970)', 'Max Scherzer (15257957)', 'Willson Contreras (15258020)', 'Mitch Moreland (15258080)', 'Tyler Wade (15258388)', 'Jose Ramirez (15258011)', 'Trea Turner (15257986)', 'Adam Frazier (15258194)', 'Trent Grisham (15258083)', 'Max Kepler (15258061)']"
8436,"['Max Scherzer (15257957)', 'Adrian Houser (15258614)', 'J.T. Realmuto (15258010)', 'Shohei Ohtani (15258029)', 'Luis Urias (15258105)', ""Ke'Bryan Hayes (15258566)"", 'Tyler Wade (15258388)', 'Juan Soto (15257981)', 'Trent Grisham (15258083)', 'Aaron Hicks (15258148)']"
8437,"['Jose Berrios (15257965)', 'Adrian Houser (15258614)', 'Willson Contreras (15258020)', 'Mitch Moreland (15258080)', 'Cesar Hernandez (15258088)', 'Josh Donaldson (15258175)', 'Francisco Lindor (15258007)', 'Wil Myers (15258127)', 'Trent Grisham (15258083)', 'Franmil Reyes (15258094)']"
8438,"['Dinelson Lamet (15257959)', 'Max Scherzer (15257957)', 'Daulton Varsho (15258498)', 'Luke Voit (15258071)', 'Luis Urias (15258105)', 'Jose Ramirez (15258011)', 'Adalberto Mondesi (15258218)', 'Cody Bellinger (15257984)', 'Daulton Varsho (15258498)', 'Franmil Reyes (15258094)']"
8439,"['Jordan Montgomery (15257966)', 'Max Scherzer (15257957)', 'Gary Sanchez (15258079)', 'Mike Brosseau (15258014)', 'Adam Frazier (15258194)', 'Eric Sogard (15258256)', 'Kevin Newman (15258129)', 'Christian Yelich (15258006)', 'Adam Eaton (15258124)', 'Trent Grisham (15258083)']"
8440,"['Adrian Houser (15258614)', 'Jordan Montgomery (15257966)', 'Willson Contreras (15258020)', 'Edwin Encarnacion (15258102)', 'Michael Chavis (15258110)', 'Bobby Dalbec (15258279)', 'Xander Bogaerts (15258001)', 'Christian Yelich (15258006)', 'J.D. Martinez (15258003)', 'Victor Reyes (15258186)']"
8441,"['Jose Berrios (15257965)', 'Dinelson Lamet (15257959)', 'Roberto Perez (15258281)', 'Carlos Santana (15258097)', 'Michael Chavis (15258110)', 'Luis Urias (15258105)', 'Xander Bogaerts (15258001)', 'Trent Grisham (15258083)', 'Nelson Cruz (15257978)', 'Gregory Polanco (15258267)']"
8442,"['Max Scherzer (15257957)', 'Jose Berrios (15257965)', 'Gary Sanchez (15258079)', 'Colin Moran (15258136)', 'Cesar Hernandez (15258088)', 'Josh Donaldson (15258175)', 'Trea Turner (15257986)', 'Eddie Rosario (15258085)', 'Shohei Ohtani (15258029)', 'Brett Gardner (15258231)']"
8443,"['Max Scherzer (15257957)', 'Charlie Morton (15257964)', 'Jacob Stallings (15258258)', 'Eric Hosmer (15258062)', 'Jose Peraza (15258324)', 'Jose Ramirez (15258011)', 'Javier Baez (15258058)', 'Christian Yelich (15258006)', 'Aaron Hicks (15258148)', 'Trent Grisham (15258083)']"
8444,"['Jose Berrios (15257965)', 'Walker Buehler (15258586)', 'Gary Sanchez (15258079)', 'Carlos Santana (15258097)', 'Jake Cronenworth (15258100)', 'Josh Donaldson (15258175)', 'Javier Baez (15258058)', 'Christian Yelich (15258006)', 'Tyler Naquin (15258296)', 'Shohei Ohtani (15258029)']"
8445,"['Dinelson Lamet (15257959)', 'Jose Berrios (15257965)', 'Daulton Varsho (15258498)', 'Luke Voit (15258071)', 'Jake Cronenworth (15258100)', 'Luis Urias (15258105)', 'Francisco Lindor (15258007)', 'Christian Yelich (15258006)', 'Victor Reyes (15258186)', 'Shohei Ohtani (15258029)']"
8446,"['Triston McKenzie (15257970)', 'Jordan Montgomery (15257966)', 'Omar Narvaez (15258140)', 'Cody Bellinger (15257984)', 'Cesar Hernandez (15258088)', 'Jose Ramirez (15258011)', 'Corey Seager (15257993)', 'Mike Tauchman (15258190)', 'Trent Grisham (15258083)', 'Shohei Ohtani (15258029)']"
8447,"['Charlie Morton (15257964)', 'Max Scherzer (15257957)', 'Omar Narvaez (15258140)', 'Anthony Rizzo (15258004)', 'Jose Peraza (15258324)', 'Josh Donaldson (15258175)', 'Kevin Newman (15258129)', 'Jurickson Profar (15258158)', 'J.D. Martinez (15258003)', 'Wil Myers (15258127)']"
8448,"['Jose Berrios (15257965)', 'Walker Buehler (15258586)', 'Gary Sanchez (15258079)', 'Mitch Moreland (15258080)', 'Kevin Newman (15258129)', 'Manny Machado (15258022)', 'Francisco Lindor (15258007)', 'Hunter Renfroe (15258151)', 'Jose Peraza (15258324)', 'Max Kepler (15258061)']"
8449,"['Dinelson Lamet (15257959)', 'Charlie Morton (15257964)', 'Gary Sanchez (15258079)', 'Mitch Moreland (15258080)', 'Cesar Hernandez (15258088)', 'Max Muncy (15257988)', 'Javier Baez (15258058)', 'Jorge Soler (15258074)', 'Jay Bruce (15258298)', 'Aaron Hicks (15258148)']"
8450,"['Kyle Hendricks (15257963)', 'Max Scherzer (15257957)', 'Gary Sanchez (15258079)', 'Shohei Ohtani (15258029)', 'Cesar Hernandez (15258088)', 'Jose Ramirez (15258011)', 'Francisco Lindor (15258007)', 'Randy Arozarena (15258226)', 'Victor Robles (15258396)', 'Manuel Margot (15258268)']"
8451,"['Jordan Montgomery (15257966)', 'Adrian Houser (15258614)', 'J.T. Realmuto (15258010)', 'Shohei Ohtani (15258029)', 'Jake Cronenworth (15258100)', 'Manny Machado (15258022)', 'Xander Bogaerts (15258001)', 'Aaron Hicks (15258148)', 'Alex Gordon (15258463)', 'J.D. Martinez (15258003)']"
8452,"['Max Scherzer (15257957)', 'Jordan Montgomery (15257966)', 'Gary Sanchez (15258079)', 'Luke Voit (15258071)', 'Kevin Newman (15258129)', 'Josh Donaldson (15258175)', 'Jorge Polanco (15258025)', 'Christian Yelich (15258006)', 'Aaron Hicks (15258148)', 'Adam Frazier (15258194)']"
8453,"['Dinelson Lamet (15257959)', 'Adrian Houser (15258614)', 'J.T. Realmuto (15258010)', 'Luke Voit (15258071)', 'Cesar Hernandez (15258088)', 'Josh Donaldson (15258175)', 'Trea Turner (15257986)', 'Tyler Naquin (15258296)', 'Trent Grisham (15258083)', 'Victor Robles (15258396)']"
8454,"['Triston McKenzie (15257970)', 'Max Scherzer (15257957)', 'Daulton Varsho (15258498)', 'Shohei Ohtani (15258029)', 'Jonathan Schoop (15258064)', 'Bobby Dalbec (15258279)', 'Xander Bogaerts (15258001)', 'Eloy Jimenez (15258028)', 'Juan Soto (15257981)', 'Avisail Garcia (15258163)']"
8455,"['Max Scherzer (15257957)', 'Adrian Houser (15258614)', 'Kurt Suzuki (15258087)', 'Howie Kendrick (15258070)', 'Keston Hiura (15258000)', 'Jose Ramirez (15258011)', 'Francisco Lindor (15258007)', 'Delino DeShields (15258515)', 'Jurickson Profar (15258158)', 'Josh Naylor (15258539)']"
8456,"['Jose Berrios (15257965)', 'Walker Buehler (15258586)', 'Gary Sanchez (15258079)', 'Mitch Moreland (15258080)', 'Kevin Newman (15258129)', 'Manny Machado (15258022)', 'Francisco Lindor (15258007)', 'Randy Arozarena (15258226)', 'Tyler Naquin (15258296)', 'Ian Happ (15258086)']"
8457,"['Max Scherzer (15257957)', 'Triston McKenzie (15257970)', 'Omar Narvaez (15258140)', 'Howie Kendrick (15258070)', 'Michael Chavis (15258110)', 'Jose Ramirez (15258011)', 'Trea Turner (15257986)', 'Max Kepler (15258061)', 'Eddie Rosario (15258085)', 'Jay Bruce (15258298)']"
8458,"['Adrian Houser (15258614)', 'Max Scherzer (15257957)', 'Roberto Perez (15258281)', 'Carlos Santana (15258097)', 'Cesar Hernandez (15258088)', 'Jose Ramirez (15258011)', 'Adalberto Mondesi (15258218)', 'Franmil Reyes (15258094)', 'Christian Yelich (15258006)', 'Trent Grisham (15258083)']"
8459,"['Kyle Hendricks (15257963)', 'Spencer Turnbull (15258611)', 'Gary Sanchez (15258079)', 'Bobby Dalbec (15258279)', 'Jake Cronenworth (15258100)', 'Manny Machado (15258022)', 'Francisco Lindor (15258007)', 'Christian Yelich (15258006)', 'AJ Pollock (15258091)', 'Randy Arozarena (15258226)']"
8460,"['Kyle Hendricks (15257963)', 'Jose Berrios (15257965)', 'Kurt Suzuki (15258087)', 'Bobby Dalbec (15258279)', 'Keston Hiura (15258000)', 'Jose Ramirez (15258011)', 'Corey Seager (15257993)', 'Christian Yelich (15258006)', 'Victor Robles (15258396)', 'Wil Myers (15258127)']"
8461,"['Max Scherzer (15257957)', 'Jordan Montgomery (15257966)', 'Gary Sanchez (15258079)', 'Eric Hosmer (15258062)', 'Adam Frazier (15258194)', 'DJ LeMahieu (15258035)', 'Javier Baez (15258058)', 'J.D. Martinez (15258003)', 'Aaron Hicks (15258148)', 'Tyler Naquin (15258296)']"
8462,"['Dinelson Lamet (15257959)', 'Max Scherzer (15257957)', 'Roberto Perez (15258281)', 'Shohei Ohtani (15258029)', 'Cesar Hernandez (15258088)', 'Jose Ramirez (15258011)', 'Tyler Wade (15258388)', 'Christian Yelich (15258006)', 'Ian Happ (15258086)', 'Delino DeShields (15258515)']"
8463,"['Max Scherzer (15257957)', 'Jose Berrios (15257965)', 'Kurt Suzuki (15258087)', 'Luke Voit (15258071)', 'Tyler Wade (15258388)', 'Jose Ramirez (15258011)', 'Francisco Lindor (15258007)', 'Adam Frazier (15258194)', 'Avisail Garcia (15258163)', 'Eddie Rosario (15258085)']"
8464,"['Max Scherzer (15257957)', 'Zack Wheeler (15257960)', 'Roberto Perez (15258281)', 'Luke Voit (15258071)', 'DJ LeMahieu (15258035)', 'Josh Donaldson (15258175)', 'Javier Baez (15258058)', 'Christian Yelich (15258006)', 'Aaron Hicks (15258148)', 'Adam Frazier (15258194)']"
8465,"['Adrian Houser (15258614)', 'Jose Berrios (15257965)', 'Daulton Varsho (15258498)', 'Luke Voit (15258071)', 'Keston Hiura (15258000)', 'Josh Donaldson (15258175)', 'Trea Turner (15257986)', 'Jurickson Profar (15258158)', 'Wil Myers (15258127)', 'Cody Bellinger (15257984)']"
8466,"['Adrian Houser (15258614)', 'Triston McKenzie (15257970)', 'J.T. Realmuto (15258010)', 'Colin Moran (15258136)', 'DJ LeMahieu (15258035)', 'Josh Donaldson (15258175)', 'Xander Bogaerts (15258001)', 'Wil Myers (15258127)', 'Ian Happ (15258086)', 'Mike Trout (15257980)']"
8467,"['Max Scherzer (15257957)', 'Jose Berrios (15257965)', 'Gary Sanchez (15258079)', 'Carlos Santana (15258097)', 'Cesar Hernandez (15258088)', 'Josh Donaldson (15258175)', 'Javier Baez (15258058)', 'Franmil Reyes (15258094)', 'Adam Frazier (15258194)', 'J.D. Martinez (15258003)']"
8468,"['Jose Berrios (15257965)', 'Dinelson Lamet (15257959)', 'Willson Contreras (15258020)', 'Josh Bell (15258155)', 'Luis Urias (15258105)', 'Josh Donaldson (15258175)', 'Javier Baez (15258058)', 'Trent Grisham (15258083)', 'Mike Trout (15257980)', 'Justin Upton (15258328)']"
8469,"['Jordan Montgomery (15257966)', 'Jose Berrios (15257965)', 'Gary Sanchez (15258079)', 'Cody Bellinger (15257984)', 'Cesar Hernandez (15258088)', 'Jose Ramirez (15258011)', 'Adalberto Mondesi (15258218)', 'J.D. Martinez (15258003)', 'Tyler Naquin (15258296)', 'Shohei Ohtani (15258029)']"
8470,"['Charlie Morton (15257964)', 'Dinelson Lamet (15257959)', 'Yasmani Grandal (15258024)', 'Miguel Cabrera (15258142)', 'Luis Urias (15258105)', ""Ke'Bryan Hayes (15258566)"", 'Xander Bogaerts (15258001)', 'Max Kepler (15258061)', 'Tyler Naquin (15258296)', 'Christian Yelich (15258006)']"
8471,"['Jose Berrios (15257965)', 'Max Scherzer (15257957)', 'Roberto Perez (15258281)', 'Howie Kendrick (15258070)', 'Adam Frazier (15258194)', 'Manny Machado (15258022)', 'Jorge Polanco (15258025)', 'Franmil Reyes (15258094)', 'Christian Yelich (15258006)', 'Jose Peraza (15258324)']"
8472,"['Triston McKenzie (15257970)', 'Max Scherzer (15257957)', 'Yasmani Grandal (15258024)', 'Shohei Ohtani (15258029)', 'Keston Hiura (15258000)', 'Josh Donaldson (15258175)', 'Francisco Lindor (15258007)', 'Jose Martinez (15259170)', 'Hunter Renfroe (15258151)', 'Daulton Varsho (15258498)']"
8473,"['Max Scherzer (15257957)', 'Triston McKenzie (15257970)', 'Gary Sanchez (15258079)', 'Eric Hosmer (15258062)', 'Michael Chavis (15258110)', 'Manny Machado (15258022)', 'Javier Baez (15258058)', 'Avisail Garcia (15258163)', 'Trent Grisham (15258083)', 'Hunter Renfroe (15258151)']"
8474,"['Triston McKenzie (15257970)', 'Adrian Houser (15258614)', 'Willson Contreras (15258020)', 'Anthony Rizzo (15258004)', 'Keston Hiura (15258000)', 'Jose Ramirez (15258011)', 'Kevin Newman (15258129)', 'Adam Frazier (15258194)', 'Trent Grisham (15258083)', 'Wil Myers (15258127)']"
8475,"['Adrian Houser (15258614)', 'Dinelson Lamet (15257959)', 'Roberto Perez (15258281)', 'Mitch Moreland (15258080)', 'Cesar Hernandez (15258088)', 'Jose Ramirez (15258011)', 'Francisco Lindor (15258007)', 'Jay Bruce (15258298)', 'Max Kepler (15258061)', 'Trent Grisham (15258083)']"
8476,"['Kyle Hendricks (15257963)', 'Max Scherzer (15257957)', 'Anthony Bemboom (15258327)', 'Josh Bell (15258155)', 'Jonathan Schoop (15258064)', 'Jose Ramirez (15258011)', 'Xander Bogaerts (15258001)', 'Christian Yelich (15258006)', 'Manuel Margot (15258268)', 'Victor Reyes (15258186)']"
8477,"['Triston McKenzie (15257970)', 'Kyle Hendricks (15257963)', 'Gary Sanchez (15258079)', 'Shohei Ohtani (15258029)', 'Keston Hiura (15258000)', 'Anthony Rendon (15258005)', 'Adalberto Mondesi (15258218)', 'Christian Yelich (15258006)', 'Ian Happ (15258086)', 'Victor Reyes (15258186)']"
8478,"['Max Scherzer (15257957)', 'Walker Buehler (15258586)', 'Gary Sanchez (15258079)', 'Carlos Santana (15258097)', 'Cesar Hernandez (15258088)', 'Bobby Dalbec (15258279)', 'Tyler Wade (15258388)', 'Ian Happ (15258086)', 'Hunter Renfroe (15258151)', 'Christian Yelich (15258006)']"
8479,"['Zack Wheeler (15257960)', 'Jose Berrios (15257965)', 'Willson Contreras (15258020)', 'Carlos Santana (15258097)', 'Jonathan Schoop (15258064)', 'Bobby Dalbec (15258279)', 'Jorge Polanco (15258025)', 'Hunter Renfroe (15258151)', 'Ian Happ (15258086)', 'Christian Yelich (15258006)']"
8480,"['Dinelson Lamet (15257959)', 'Jose Berrios (15257965)', 'Omar Narvaez (15258140)', 'Cody Bellinger (15257984)', 'Jose Peraza (15258324)', 'Jose Ramirez (15258011)', 'Trea Turner (15257986)', 'Max Kepler (15258061)', 'Ian Happ (15258086)', 'Daulton Varsho (15258498)']"
8481,"['Kyle Hendricks (15257963)', 'Triston McKenzie (15257970)', 'Kurt Suzuki (15258087)', 'Anthony Rizzo (15258004)', 'Jake Cronenworth (15258100)', 'Manny Machado (15258022)', 'Trea Turner (15257986)', 'Eddie Rosario (15258085)', 'Christian Yelich (15258006)', 'Delino DeShields (15258515)']"
8482,"['Adrian Houser (15258614)', 'Kyle Hendricks (15257963)', 'Roberto Perez (15258281)', 'Mitch Moreland (15258080)', 'Adam Frazier (15258194)', 'Manny Machado (15258022)', 'Xander Bogaerts (15258001)', 'Wil Myers (15258127)', 'Eddie Rosario (15258085)', 'J.D. Martinez (15258003)']"
8483,"['Jordan Montgomery (15257966)', 'Adrian Houser (15258614)', 'Daulton Varsho (15258498)', 'Bobby Dalbec (15258279)', 'Cesar Hernandez (15258088)', 'Manny Machado (15258022)', 'Xander Bogaerts (15258001)', 'Ben Gamel (15258252)', 'Cody Bellinger (15257984)', 'Mookie Betts (15257977)']"
8484,"['Triston McKenzie (15257970)', 'Kyle Hendricks (15257963)', 'Willson Contreras (15258020)', 'Shohei Ohtani (15258029)', 'Cesar Hernandez (15258088)', 'Jose Ramirez (15258011)', 'Javier Baez (15258058)', 'Juan Soto (15257981)', 'Gregory Polanco (15258267)', 'Victor Reyes (15258186)']"
8485,"['Max Scherzer (15257957)', 'Triston McKenzie (15257970)', 'Roberto Perez (15258281)', 'Mitch Moreland (15258080)', 'Michael Chavis (15258110)', 'Jose Ramirez (15258011)', 'Xander Bogaerts (15258001)', 'Max Kepler (15258061)', 'Christian Yelich (15258006)', 'Avisail Garcia (15258163)']"
8486,"['Adrian Houser (15258614)', 'Kyle Hendricks (15257963)', 'Daulton Varsho (15258498)', 'Shohei Ohtani (15258029)', 'Jake Cronenworth (15258100)', 'Luis Urias (15258105)', 'Adalberto Mondesi (15258218)', 'Shohei Ohtani (15258029)', 'Juan Soto (15257981)', 'Max Kepler (15258061)']"
8487,"['Adrian Houser (15258614)', 'Triston McKenzie (15257970)', 'J.T. Realmuto (15258010)', 'Mitch Moreland (15258080)', 'Cesar Hernandez (15258088)', 'Josh Donaldson (15258175)', 'Jorge Polanco (15258025)', 'Ian Happ (15258086)', 'Mike Trout (15257980)', 'Franmil Reyes (15258094)']"
8488,"['Jose Berrios (15257965)', 'Max Scherzer (15257957)', 'Omar Narvaez (15258140)', 'Josh Bell (15258155)', 'Luis Urias (15258105)', 'Josh Donaldson (15258175)', 'Xander Bogaerts (15258001)', 'J.D. Martinez (15258003)', 'Ian Happ (15258086)', 'Randy Arozarena (15258226)']"
8489,"['Jose Berrios (15257965)', 'Dinelson Lamet (15257959)', 'Yasmani Grandal (15258024)', 'Mitch Moreland (15258080)', 'Cesar Hernandez (15258088)', 'Manny Machado (15258022)', 'Tyler Wade (15258388)', 'Adam Frazier (15258194)', 'Max Kepler (15258061)', 'Jorge Soler (15258074)']"
8490,"['Max Scherzer (15257957)', 'Jose Berrios (15257965)', 'Yasmani Grandal (15258024)', 'Michael Chavis (15258110)', 'Luis Urias (15258105)', 'Josh Donaldson (15258175)', 'Jorge Polanco (15258025)', 'Wil Myers (15258127)', 'J.D. Martinez (15258003)', 'Jay Bruce (15258298)']"
8491,"['Jose Berrios (15257965)', 'Kyle Hendricks (15257963)', 'Willson Contreras (15258020)', 'Josh Bell (15258155)', 'Jonathan Schoop (15258064)', 'Bobby Dalbec (15258279)', 'Javier Baez (15258058)', 'Eddie Rosario (15258085)', 'Cody Bellinger (15257984)', 'Ian Happ (15258086)']"
8492,"['Walker Buehler (15258586)', 'Adrian Houser (15258614)', 'Gary Sanchez (15258079)', 'Shohei Ohtani (15258029)', 'Cesar Hernandez (15258088)', 'Luis Urias (15258105)', 'Javier Baez (15258058)', 'Adam Frazier (15258194)', 'Wil Myers (15258127)', 'Franmil Reyes (15258094)']"
8493,"['Dinelson Lamet (15257959)', 'Walker Buehler (15258586)', 'Roberto Perez (15258281)', 'Bobby Dalbec (15258279)', 'Adam Frazier (15258194)', 'Manny Machado (15258022)', 'Trea Turner (15257986)', 'Aaron Hicks (15258148)', 'Christian Yelich (15258006)', 'Victor Robles (15258396)']"
8494,"['Triston McKenzie (15257970)', 'Kyle Hendricks (15257963)', 'Willson Contreras (15258020)', 'Max Muncy (15257988)', 'Jake Cronenworth (15258100)', 'Josh Donaldson (15258175)', 'Xander Bogaerts (15258001)', 'Eddie Rosario (15258085)', 'Mike Trout (15257980)', 'Tyler Naquin (15258296)']"
8495,"['Kyle Hendricks (15257963)', 'Max Scherzer (15257957)', 'Omar Narvaez (15258140)', 'Michael Chavis (15258110)', 'Adam Frazier (15258194)', 'Jose Ramirez (15258011)', 'Javier Baez (15258058)', 'Tyler Naquin (15258296)', 'Shohei Ohtani (15258029)', 'Trent Grisham (15258083)']"
8496,"['Max Scherzer (15257957)', 'Jordan Montgomery (15257966)', 'J.T. Realmuto (15258010)', 'Cody Bellinger (15257984)', 'Jose Peraza (15258324)', 'Jose Ramirez (15258011)', 'Francisco Lindor (15258007)', 'Gregory Polanco (15258267)', 'Tyler Naquin (15258296)', 'Adam Frazier (15258194)']"
8497,"['Walker Buehler (15258586)', 'Triston McKenzie (15257970)', 'Gary Sanchez (15258079)', 'Carlos Santana (15258097)', 'Adam Frazier (15258194)', 'Jose Ramirez (15258011)', 'Francisco Lindor (15258007)', 'Aaron Hicks (15258148)', 'J.D. Martinez (15258003)', 'Tyler Naquin (15258296)']"
8498,"['Dinelson Lamet (15257959)', 'Kyle Hendricks (15257963)', 'Cam Gallagher (15258439)', 'Michael Chavis (15258110)', 'Cesar Hernandez (15258088)', 'Manny Machado (15258022)', 'Adalberto Mondesi (15258218)', 'Trent Grisham (15258083)', 'Christian Yelich (15258006)', 'Jorge Soler (15258074)']"
8499,"['Walker Buehler (15258586)', 'Adrian Houser (15258614)', 'Roberto Perez (15258281)', 'Anthony Rizzo (15258004)', 'Luis Urias (15258105)', 'Manny Machado (15258022)', 'Javier Baez (15258058)', 'Christian Yelich (15258006)', 'Jose Peraza (15258324)', 'Adam Frazier (15258194)']"
8500,"['Walker Buehler (15258586)', 'Triston McKenzie (15257970)', 'Omar Narvaez (15258140)', 'Howie Kendrick (15258070)', 'Adam Frazier (15258194)', 'Josh Donaldson (15258175)', 'Javier Baez (15258058)', 'Victor Reyes (15258186)', 'J.D. Martinez (15258003)', 'Mookie Betts (15257977)']"
8501,"['Max Scherzer (15257957)', 'Dinelson Lamet (15257959)', 'Daulton Varsho (15258498)', 'Anthony Rizzo (15258004)', 'Adam Frazier (15258194)', 'Bobby Dalbec (15258279)', 'Francisco Lindor (15258007)', 'Randy Arozarena (15258226)', 'Wil Myers (15258127)', 'Christian Yelich (15258006)']"
8502,"['Dinelson Lamet (15257959)', 'Walker Buehler (15258586)', 'Willson Contreras (15258020)', 'Jose Martinez (15259170)', 'Cesar Hernandez (15258088)', 'Josh Donaldson (15258175)', 'Javier Baez (15258058)', 'Tyler Naquin (15258296)', 'Aaron Hicks (15258148)', 'Trent Grisham (15258083)']"
8503,"['Dinelson Lamet (15257959)', 'Max Scherzer (15257957)', 'Jacob Stallings (15258258)', 'Howie Kendrick (15258070)', 'Cesar Hernandez (15258088)', 'DJ LeMahieu (15258035)', 'Tim Anderson (15257991)', 'Jose Peraza (15258324)', 'Avisail Garcia (15258163)', 'Manuel Margot (15258268)']"
8504,"['Adrian Houser (15258614)', 'Dinelson Lamet (15257959)', 'Willson Contreras (15258020)', 'Eric Hosmer (15258062)', 'DJ LeMahieu (15258035)', 'DJ LeMahieu (15258035)', 'Adalberto Mondesi (15258218)', 'Victor Robles (15258396)', 'Nelson Cruz (15257978)', 'Tyler Naquin (15258296)']"
